,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,balotra,25.8333,72.2333,87.76,21,0,9.44,IN,1615268748
368,banda aceh,5.5577,95.3222,88.03,59,1,12.5,ID,1615268748
369,bima,-8.4667,118.7167,82.71,81,39,1.39,ID,1615268749
370,bonavista,48.6499,-53.1147,27.0,86,87,4.61,CA,1615268674
371,flinders,-34.5833,150.8552,71.01,78,41,1.01,AU,1615268567
372,mount gambier,-37.8333,140.7667,69.8,49,40,11.5,AU,1615268622
373,rusape,-18.5278,32.1284,66.9,76,2,4.52,ZW,1615268749
374,woodward,36.4337,-99.3904,59.0,62,1,25.32,US,1615268749
375,coahuayana,18.7333,-103.6833,70.29,61,0,2.68,MX,1615268651
376,kyshtovka,56.555,76.6271,10.35,95,100,14.27,RU,1615268749
377,lyubech,51.7026,30.6569,17.31,95,37,8.37,UA,1615268749
378,hakkari,37.5833,44.1667,24.8,80,20,6.91,TR,1615268649
379,vestmanna,62.1564,-7.1664,44.6,100,90,16.11,FO,1615268750
380,hervey bay,-25.2986,152.8535,84.99,45,3,14.97,AU,1615268662
381,te anau,-45.4167,167.7167,58.17,59,100,7.99,NZ,1615268608
382,san jose,37.3394,-121.895,50.0,57,20,8.05,US,1615268722
383,beipiao,41.7919,120.7792,54.54,35,0,12.71,CN,1615268750
384,progreso,21.2833,-89.6667,70.0,78,40,9.22,MX,1615268750
385,innisfail,-17.5333,146.0333,80.26,78,30,8.34,AU,1615268702
386,sorland,67.667,12.6934,26.6,74,20,4.61,NO,1615268750
387,cukai,4.25,103.4167,87.8,66,40,10.36,MY,1615268750
388,upata,8.0086,-62.3989,73.99,92,91,5.01,VE,1615268751
389,fare,-16.7,-151.0167,83.44,72,100,16.4,PF,1615268678
390,ayan,56.45,138.1667,18.88,90,19,3.56,RU,1615268751
391,valley city,46.9233,-98.0032,42.8,81,1,14.97,US,1615268751
392,jasper,37.2001,-94.3502,55.4,41,1,8.05,US,1615268702
393,the valley,18.217,-63.0578,77.0,78,20,9.22,AI,1615268567
394,batagay-alyta,67.8006,130.4114,-6.56,84,100,3.09,RU,1615268607
395,qaqortoq,60.7167,-46.0333,23.0,54,75,6.91,GL,1615268752
396,isangel,-19.55,169.2667,84.2,70,20,5.75,VU,1615268752
397,ballina,-28.8667,153.5667,89.6,55,40,8.05,AU,1615268658
398,ponta delgada,37.7333,-25.6667,51.8,93,20,4.61,PT,1615268753
399,koygorodok,60.445,50.9968,-10.23,88,91,6.46,RU,1615268753
400,los angeles,34.0522,-118.2437,55.4,62,1,1.34,US,1615268685
401,kaeo,-35.1,173.7833,68.0,70,84,3.0,NZ,1615268668
402,cairns,-16.9167,145.7667,87.01,62,40,11.5,AU,1615268550
403,neuquen,-38.9516,-68.0591,66.2,45,19,2.3,AR,1615268640
404,pacasmayo,-7.4006,-79.5714,74.62,75,100,5.39,PE,1615268754
405,batsfjord,70.6345,29.7185,15.8,73,20,13.8,NO,1615268754
406,shunyi,40.125,116.6453,55.4,35,12,2.24,CN,1615268618
407,peniche,39.3558,-9.3811,50.0,88,0,1.01,PT,1615268667
408,ishikari,43.2397,141.3539,41.0,56,20,14.97,JP,1615268754
409,banugao,14.7333,121.6333,80.73,71,63,13.06,PH,1615268755
410,ojinaga,29.5667,-104.4167,66.2,34,1,10.36,MX,1615268755
411,mackenzie,55.2999,-123.1698,23.0,86,75,2.3,CA,1615268755
412,leningradskiy,69.3833,178.4167,-15.3,85,100,1.34,RU,1615268610
413,ouallam,14.3188,2.0866,82.44,14,39,9.26,NE,1615268755
414,zhigansk,66.7697,123.3711,-0.54,92,99,14.29,RU,1615268755
415,anderson,34.5334,-82.6499,42.8,52,1,4.12,US,1615268724
416,mareeba,-17.0,145.4333,87.01,62,75,9.22,AU,1615268756
417,quzhou,28.9594,118.8686,62.76,67,59,3.04,CN,1615268756
418,troyes,48.3333,4.0833,30.2,80,100,5.75,FR,1615268756
419,firovo,57.4814,33.7021,0.73,91,60,5.01,RU,1615268756
420,salto,-31.3833,-57.9667,66.99,91,0,1.99,UY,1615268549
421,lake city,30.1897,-82.6393,44.01,75,1,4.12,US,1615268534
422,beruwala,6.4788,79.9828,89.47,53,0,4.68,LK,1615268757
423,kaifeng,34.7911,114.3483,59.0,51,1,4.47,CN,1615268757
424,pangkalanbuun,-2.6833,111.6167,79.92,80,99,3.44,ID,1615268757
425,okakarara,-20.5833,17.4333,67.95,33,30,5.84,NA,1615268757
426,xining,36.6167,101.7667,49.17,41,50,2.82,CN,1615268758
427,dukat,62.55,155.55,-14.24,83,2,2.51,RU,1615268758
428,fatezh,52.0891,35.8632,19.4,73,75,11.18,RU,1615268758
429,raga,8.4596,25.678,78.94,18,0,2.91,SS,1615268758
430,podyuga,61.095,40.8647,-18.62,86,39,5.79,RU,1615268759
431,auly,48.5271,34.4949,26.6,74,40,17.9,UA,1615268759
432,tangshan,39.6333,118.1833,59.43,35,0,5.93,CN,1615268759
433,camocim,-2.9022,-40.8411,76.51,90,100,7.92,BR,1615268759
434,rivera,-30.9053,-55.5508,63.36,86,24,4.45,UY,1615268759
435,kavaratti,10.5669,72.642,83.5,69,64,8.23,IN,1615268669
436,amahai,-3.3333,128.9167,85.64,64,27,4.16,ID,1615268760
437,monrovia,6.3005,-10.7969,75.2,94,40,6.64,LR,1615268760
438,saint-raymond,45.467,-73.6095,28.0,50,100,1.14,CA,1615268760
439,antofagasta,-23.65,-70.4,66.2,82,0,2.3,CL,1615268675
440,itarema,-2.9248,-39.9167,77.47,87,10,8.46,BR,1615268761
441,trindade,-16.6494,-49.4889,69.8,94,75,2.3,BR,1615268761
442,laureles,26.1092,-97.4941,66.99,94,40,6.91,US,1615268761
443,najran,17.4924,44.1277,66.2,30,0,5.73,SA,1615268762
444,mbandaka,0.0487,18.2603,73.49,75,85,3.42,CD,1615268762
445,logan lake,50.4998,-120.8025,35.6,64,1,2.62,CA,1615268762
446,nuuk,64.1835,-51.7216,23.0,93,90,6.91,GL,1615268590
447,srednekolymsk,67.45,153.6833,-6.18,89,100,15.1,RU,1615268597
448,detchino,54.8092,36.3075,6.8,85,0,8.95,RU,1615268763
449,bulgan,48.8125,103.5347,44.31,43,24,8.01,MN,1615268763
450,colares,38.7992,-9.4469,53.01,88,0,14.14,PT,1615268624
451,ust-maya,60.4167,134.5333,14.31,94,100,5.21,RU,1615268763
452,kurdzhinovo,43.9884,40.9552,31.08,89,0,2.39,RU,1615268763
453,cayenne,4.9333,-52.3333,80.01,83,75,9.22,GF,1615268764
454,sibolga,1.7427,98.7792,86.52,61,88,6.15,ID,1615268764
455,bathsheba,13.2167,-59.5167,77.0,65,20,18.41,BB,1615268764
456,lavrentiya,65.5833,-171.0,7.32,94,31,8.57,RU,1615268764
457,avera,33.194,-82.5271,39.2,70,1,5.75,US,1615268765
458,kidal,18.4411,1.4078,72.01,21,0,8.16,ML,1615268657
459,koumac,-20.5667,164.2833,79.92,73,50,7.02,NC,1615268765
460,lagoa,39.05,-27.9833,59.41,93,84,13.15,PT,1615268765
461,koshurnikovo,54.1667,93.3,24.96,90,100,8.25,RU,1615268765
462,kirovskiy,45.0917,133.5136,37.6,81,81,15.55,RU,1615268766
463,manaure,11.7751,-72.4445,77.07,80,100,12.19,CO,1615268661
464,sehithwa,-20.4667,22.7167,72.91,62,45,5.75,BW,1615268766
465,congonhas,-20.4997,-43.8578,64.78,94,100,3.29,BR,1615268766
466,bairiki,1.3292,172.9752,84.2,70,20,8.05,KI,1615268767
467,tymovskoye,50.8456,142.655,30.11,96,97,10.67,RU,1615268767
468,adrar,20.5022,-10.0711,57.33,54,0,13.42,MR,1615268662
469,sheltozero,61.3667,35.3667,-12.98,90,100,7.25,RU,1615268767
470,havelock,34.8791,-76.9013,43.0,86,1,3.6,US,1615268767
471,gamba,-2.65,10.0,77.77,88,95,2.93,GA,1615268767
472,erenhot,43.6475,111.9767,46.02,50,21,4.56,CN,1615268768
473,pinerovka,51.562,43.0689,14.2,95,32,4.05,RU,1615268768
474,broken hill,-31.95,141.4333,86.0,26,69,14.97,AU,1615268674
475,lena,43.1,-5.7333,46.0,81,87,1.61,ES,1615268768
476,anito,12.4497,125.2886,80.83,72,80,11.9,PH,1615268768
477,simplicio mendes,-7.8539,-41.9103,70.79,91,75,1.95,BR,1615268769
478,nisia floresta,-6.0911,-35.2086,77.0,88,20,3.44,BR,1615268769
479,cedar city,37.6775,-113.0619,51.8,17,1,29.93,US,1615268769
480,kutum,14.2,24.6667,67.01,18,0,6.06,SD,1615268663
481,tooele,40.5308,-112.2983,48.0,66,1,6.91,US,1615268770
482,daru,-9.0763,143.2092,82.2,83,80,9.93,PG,1615268587
483,dandong,40.1292,124.3947,49.82,49,0,2.59,CN,1615268770
484,namibe,-15.1961,12.1522,73.09,78,40,1.07,AO,1615268770
485,maceio,-9.6658,-35.7353,73.4,94,20,3.44,BR,1615268542
486,la trinidad,16.455,120.5875,75.85,50,57,4.41,PH,1615268548
487,kamenka,51.3223,42.7678,21.0,94,29,3.69,RU,1615268771
488,gushikawa,26.3544,127.8686,75.2,73,40,8.05,JP,1615268771
489,kang,-23.6752,22.7876,72.97,55,71,9.28,BW,1615268771
490,dudinka,69.4058,86.1778,-15.74,88,99,9.91,RU,1615268772
491,glenwood springs,39.5505,-107.3248,36.0,59,1,12.66,US,1615268770
492,wiarton,44.7407,-81.1332,35.6,87,40,4.61,CA,1615268772
493,saint-augustin,51.226,-58.6502,8.38,92,0,5.86,CA,1615268667
494,tual,-5.6667,132.75,83.64,73,100,15.82,ID,1615268772
495,clinton,42.587,-82.9199,51.8,66,1,5.75,US,1615268772
496,krasnyy oktyabr,56.1167,38.8833,1.49,92,77,6.69,RU,1615268773
497,brae,60.3964,-1.353,42.8,87,90,16.11,GB,1615268773
498,imbituba,-28.24,-48.6703,71.6,94,75,3.44,BR,1615268773
499,la playa,18.2875,-67.1869,75.0,96,0,12.12,PR,1615268774
500,andros town,24.7,-77.7667,69.8,43,75,13.8,BS,1615268712
501,ponoka,52.6768,-113.5815,23.0,100,100,4.61,CA,1615268703
502,nouadhibou,20.931,-17.0347,62.01,81,0,24.4,MR,1615268774
503,dabat,12.9842,37.765,65.77,29,6,3.62,ET,1615268774
504,les cayes,18.2,-73.75,74.16,83,7,10.71,HT,1615268775
505,ambulu,-8.345,113.6058,84.29,73,31,8.48,ID,1615268775
506,pingliang,35.5392,106.6861,52.0,32,0,3.0,CN,1615268775
507,bure,10.7,37.0667,74.32,27,16,2.98,ET,1615268775
508,machico,32.7,-16.7667,57.2,72,75,4.61,PT,1615268776
509,egvekinot,66.3167,-179.1667,-32.08,88,59,2.77,RU,1615268587
510,vila franca do campo,37.7167,-25.4333,51.8,93,20,4.61,PT,1615268776
511,namikupa,-10.8333,39.6,75.83,91,99,0.87,TZ,1615268777
512,harper,4.375,-7.7169,78.1,86,46,6.51,LR,1615268777
513,mangrul pir,20.3167,77.35,94.95,13,0,8.93,IN,1615268777
514,phangnga,8.4509,98.5298,97.0,45,0,10.36,TH,1615268777
515,vila velha,-20.3297,-40.2925,72.0,100,0,2.3,BR,1615268610
516,cumberland,35.0502,-78.8664,43.0,60,1,3.44,US,1615268661
517,mizdah,31.4451,12.9801,50.09,91,0,2.17,LY,1615268778
518,cananea,30.95,-110.3,62.01,31,100,3.0,MX,1615268778
519,chenghai,23.4632,116.768,73.4,60,20,6.71,CN,1615268779
520,kruisfontein,-34.0033,24.7314,60.01,85,99,3.89,ZA,1615268573
521,iqaluit,63.7506,-68.5145,14.0,79,75,3.44,CA,1615268618
522,bhuj,23.2667,69.6667,90.09,22,0,5.73,IN,1615268654
523,dombarovskiy,50.7587,59.5386,20.05,93,66,16.73,RU,1615268779
524,hun,29.1268,15.9477,59.16,60,42,7.72,LY,1615268779
525,yantal,56.8471,105.2542,29.07,95,100,14.45,RU,1615268779
526,beloha,-25.1667,45.05,80.19,60,0,6.38,MG,1615268780
527,fukue,32.6881,128.8419,55.4,58,75,11.5,JP,1615268780
528,moron,-34.6534,-58.6198,64.99,84,0,5.01,AR,1615268780
529,hamilton,39.1834,-84.5333,48.0,49,40,5.75,US,1615268396
530,luebo,-5.35,21.4167,70.88,89,99,1.52,CD,1615268781
531,anadyr,64.75,177.4833,-22.0,69,20,6.71,RU,1615268781
532,steinbach,50.1667,8.5667,41.0,86,20,5.75,DE,1615268781
533,mednogorsk,51.4128,57.595,21.07,97,100,13.87,RU,1615268781
534,wewak,-3.5534,143.6268,82.63,73,100,7.02,PG,1615268781
535,fiumicino,41.7675,12.2291,50.0,93,75,9.22,IT,1615268782
536,joue-les-tours,47.3522,0.6691,32.0,86,42,2.3,FR,1615268782
537,port macquarie,-31.4333,152.9167,69.8,78,90,11.5,AU,1615268604
538,khammam,17.25,80.15,93.65,28,2,10.29,IN,1615268782
539,kununurra,-15.7667,128.7333,93.2,59,63,5.75,AU,1615268782
540,ust-tsilma,65.441,52.1498,-18.02,87,99,4.7,RU,1615268783
541,terre haute,39.4667,-87.4139,51.01,53,1,6.91,US,1615268783
542,chabahar,25.2919,60.643,75.09,57,0,4.41,IR,1615268783
543,zhaotong,27.3167,103.7167,56.82,54,91,2.19,CN,1615268783
544,belyy yar,53.6039,91.3903,35.6,27,0,20.13,RU,1615268599
545,pestovo,58.5938,35.8024,-7.24,90,77,5.84,RU,1615268784
546,hovd,48.0056,91.6419,43.72,45,39,6.33,MN,1615268784
547,bay roberts,47.5999,-53.2648,26.01,76,98,3.0,CA,1615268784
548,bama,11.5221,13.6856,67.75,25,0,1.03,NG,1615268778
549,vila,42.0304,-8.1588,33.01,89,9,3.76,PT,1615268785
550,panacan,9.2463,118.4082,87.8,66,20,11.5,PH,1615268785
551,chimore,-16.9833,-65.1333,69.8,91,94,1.52,BO,1615268785
552,maralal,1.0968,36.698,68.88,42,36,9.08,KE,1615268785
553,rognan,67.0953,15.3878,26.01,74,20,20.71,NO,1615268786
554,thinadhoo,0.5333,72.9333,83.88,66,10,4.79,MV,1615268660
555,killybegs,54.6333,-8.45,45.0,94,99,7.0,IE,1615268786
556,tabligbo,6.5833,1.5,82.4,83,40,6.91,TG,1615268786
557,devils lake,48.1128,-98.8651,44.01,81,1,11.5,US,1615268732
558,lucea,18.451,-78.1736,75.99,83,75,13.8,JM,1615268786
559,urambo,-5.0667,32.05,68.18,88,100,1.36,TZ,1615268787
560,davila,18.4726,120.5763,87.8,58,20,11.5,PH,1615268598
561,joensuu,62.6012,29.7632,-11.2,84,0,3.44,FI,1615268787
562,charcas,23.1333,-101.1167,49.68,85,17,9.42,MX,1615268787
563,navrongo,10.8956,-1.0921,81.7,42,51,6.15,GH,1615268588
564,kaka,37.3482,59.6143,62.22,32,94,1.86,TM,1615268787
